time,value
0.05485714285714286,16.417748587472097
0.16457142857142856,17.06709923682275
0.35657142857142854,18.69047586019937
0.384,19.015151184874696
0.5211428571428571,19.98917715890067
0.5485714285714286,20.313852483575996
0.5760000000000001,20.638527808251318
0.6308571428571429,20.638527808251318
0.768,20.638527808251318
0.96,20.638527808251318
1.0971428571428572,20.638527808251318
1.2068571428571429,20.638527808251318
1.2342857142857142,20.638527808251318
1.3165714285714285,20.638527808251318
1.481142857142857,20.313852483575996
1.6182857142857143,20.313852483575996
1.7279999999999998,20.313852483575996
1.782857142857143,20.313852483575996
1.8377142857142856,20.313852483575996
1.865142857142857,20.313852483575996
1.8925714285714288,20.313852483575996
1.9748571428571426,20.313852483575996
2.029714285714286,20.313852483575996
2.0845714285714285,20.313852483575996
2.1394285714285717,20.313852483575996
2.1942857142857144,20.313852483575996
2.249142857142857,20.313852483575996
2.3314285714285714,20.313852483575996
2.4411428571428573,20.313852483575996
2.5234285714285716,20.313852483575996
2.5508571428571427,20.313852483575996
2.633142857142857,20.313852483575996
2.825142857142857,20.313852483575996
3.2640000000000002,20.313852483575996
3.4559999999999995,19.98917715890067
3.5382857142857143,19.98917715890067
3.565714285714286,19.98917715890067
3.7851428571428576,19.339826509550022
3.9497142857142853,19.339826509550022
4.114285714285714,18.69047586019937
4.224,18.365800535524045
4.306285714285714,18.365800535524045
4.361142857142857,18.041125210848723
4.416,18.041125210848723
4.525714285714286,17.716449886173397
4.6080000000000005,17.716449886173397
4.690285714285714,17.39177456149807
4.745142857142857,17.06709923682275
4.827428571428571,16.742423912147423
4.882285714285715,16.09307326279677
4.937142857142857,16.09307326279677
4.964571428571428,16.09307326279677
4.992,16.09307326279677
5.129142857142857,16.09307326279677
5.321142857142857,16.09307326279677
5.540571428571428,16.09307326279677
5.705142857142857,16.09307326279677
5.76,16.09307326279677
5.787428571428571,16.09307326279677
5.8422857142857145,16.09307326279677
5.9794285714285715,16.09307326279677
6.089142857142857,16.09307326279677
6.198857142857143,16.09307326279677
6.308571428571428,16.09307326279677
6.445714285714286,16.09307326279677
6.555428571428571,16.09307326279677
6.637714285714286,16.09307326279677
6.774857142857144,16.09307326279677
6.884571428571428,16.09307326279677
6.994285714285715,16.417748587472097
7.0765714285714285,16.742423912147423
7.186285714285715,16.742423912147423
7.295999999999999,16.742423912147423
7.405714285714286,17.06709923682275
7.542857142857143,17.06709923682275
7.68,17.39177456149807
7.789714285714286,17.39177456149807
7.844571428571428,17.39177456149807
7.899428571428571,17.39177456149807
7.954285714285714,17.716449886173397
7.981714285714286,17.716449886173397
8.036571428571428,18.041125210848723
8.118857142857143,18.041125210848723
8.201142857142857,18.365800535524045
8.310857142857143,18.69047586019937
8.420571428571428,18.69047586019937
8.585142857142857,19.015151184874696
8.667428571428571,19.339826509550022
8.777142857142858,19.339826509550022
8.832,19.664501834225344
8.886857142857142,19.664501834225344
8.914285714285715,19.664501834225344
8.941714285714285,19.98917715890067
9.024000000000001,19.98917715890067
9.051428571428572,19.98917715890067
9.106285714285715,19.98917715890067
9.161142857142858,19.98917715890067
9.270857142857142,19.98917715890067
9.325714285714286,19.98917715890067
9.353142857142858,19.98917715890067
9.380571428571429,19.98917715890067
9.490285714285713,19.98917715890067
9.545142857142856,20.313852483575996
9.62742857142857,20.313852483575996
9.654857142857143,20.313852483575996
9.709714285714286,20.313852483575996
9.792,20.313852483575996
9.874285714285714,20.313852483575996
10.066285714285714,20.313852483575996
10.176,20.313852483575996
10.20342857142857,20.313852483575996
10.368,20.313852483575996
10.587428571428571,20.638527808251318
10.752,20.638527808251318
10.916571428571428,20.638527808251318
10.944,20.638527808251318
11.053714285714285,20.638527808251318
11.355428571428572,20.638527808251318
11.657142857142857,20.638527808251318
11.821714285714286,20.638527808251318
11.931428571428572,20.638527808251318
12.041142857142855,20.638527808251318
12.288,20.638527808251318
12.534857142857142,20.638527808251318
12.781714285714287,20.638527808251318
12.946285714285715,20.638527808251318
13.083428571428572,20.638527808251318
13.220571428571429,20.638527808251318
13.330285714285713,20.638527808251318
13.494857142857143,20.638527808251318
13.604571428571429,20.638527808251318
13.741714285714288,20.638527808251318
13.878857142857143,20.638527808251318
13.961142857142857,20.638527808251318
14.043428571428572,20.638527808251318
14.125714285714285,20.638527808251318
14.18057142857143,20.963203132926644
14.37257142857143,21.28787845760197
14.537142857142857,21.28787845760197
