time,value
0.05485714285714286,15.443722613446123
0.16457142857142856,16.417748587472097
0.2742857142857143,17.06709923682275
0.35657142857142854,18.041125210848723
0.4114285714285715,18.041125210848723
0.46628571428571425,19.664501834225344
0.5760000000000001,20.638527808251318
0.6034285714285714,20.963203132926644
0.6582857142857143,20.963203132926644
0.7954285714285714,20.963203132926644
1.0422857142857143,20.963203132926644
1.1794285714285713,20.638527808251318
1.3165714285714285,20.638527808251318
1.3714285714285714,20.638527808251318
1.4262857142857142,20.638527808251318
1.4537142857142857,20.638527808251318
1.5085714285714287,20.638527808251318
1.645714285714286,19.98917715890067
1.7554285714285716,19.339826509550022
1.8377142857142856,19.339826509550022
1.9474285714285715,19.339826509550022
2.029714285714286,19.339826509550022
2.1394285714285717,19.339826509550022
2.2217142857142855,19.339826509550022
2.3040000000000003,19.339826509550022
2.3314285714285714,19.015151184874696
2.386285714285714,18.69047586019937
2.4137142857142857,18.365800535524045
2.496,18.365800535524045
2.5782857142857143,18.041125210848723
2.6605714285714286,17.39177456149807
2.688,17.06709923682275
2.742857142857143,16.742423912147423
2.770285714285714,16.417748587472097
2.825142857142857,16.417748587472097
2.8525714285714283,16.09307326279677
2.88,15.768397938121447
2.9074285714285715,15.443722613446123
2.9897142857142858,15.443722613446123
3.0445714285714285,15.443722613446123
3.126857142857143,15.443722613446123
3.154285714285714,15.443722613446123
3.2365714285714287,15.443722613446123
3.2640000000000002,15.443722613446123
3.291428571428572,15.443722613446123
3.3737142857142857,15.443722613446123
3.510857142857143,15.768397938121447
3.6754285714285713,16.417748587472097
3.8125714285714287,17.06709923682275
3.922285714285714,17.39177456149807
4.004571428571429,17.716449886173397
4.059428571428572,18.041125210848723
4.169142857142857,18.365800535524045
4.278857142857143,18.69047586019937
4.416,19.015151184874696
4.525714285714286,19.015151184874696
4.6080000000000005,19.339826509550022
4.690285714285714,19.339826509550022
4.854857142857143,19.664501834225344
4.964571428571428,19.98917715890067
5.074285714285715,19.98917715890067
5.211428571428572,20.313852483575996
5.348571428571429,20.313852483575996
5.458285714285714,20.313852483575996
5.595428571428572,20.313852483575996
5.705142857142857,20.638527808251318
5.787428571428571,20.638527808251318
5.8422857142857145,20.638527808251318
5.897142857142857,20.638527808251318
5.952,20.638527808251318
6.006857142857143,20.963203132926644
6.089142857142857,20.963203132926644
6.171428571428571,20.638527808251318
6.226285714285715,20.638527808251318
6.281142857142857,20.313852483575996
6.418285714285714,19.664501834225344
6.500571428571428,19.339826509550022
6.692571428571428,18.69047586019937
6.857142857142857,17.716449886173397
6.994285714285715,17.06709923682275
7.131428571428572,16.417748587472097
7.241142857142857,16.417748587472097
7.323428571428572,16.09307326279677
7.405714285714286,15.768397938121447
7.433142857142857,15.443722613446123
7.515428571428572,14.794371964095474
7.570285714285715,14.469696639420151
7.652571428571428,14.469696639420151
7.70742857142857,14.469696639420151
7.872,14.469696639420151
7.981714285714286,14.469696639420151
8.09142857142857,14.469696639420151
8.228571428571428,14.469696639420151
8.365714285714287,14.469696639420151
8.557714285714287,15.119047288770798
8.777142857142858,15.443722613446123
8.859428571428571,15.768397938121447
8.914285714285715,16.09307326279677
8.969142857142858,16.417748587472097
9.078857142857142,16.742423912147423
9.216000000000001,17.06709923682275
